service,pod,timestamp,value
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739814632,251400192
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739814932,251400192
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739815232,251400192
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739815532,251215872
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739815832,251400192
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739816132,251408384
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739816432,251420672
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739816732,251428864
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739817032,251478016
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739817332,251650048
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739817632,251449344
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739817932,251453440
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739818232,251686912
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739818532,251686912
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739818832,251752448
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739819132,251752448
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739819432,251498496
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739819732,251564032
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739820032,252092416
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739820332,250867712
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739820632,250867712
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739820932,250892288
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739821232,250892288
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739821532,250892288
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739821832,251535360
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739822132,251047936
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739822432,251039744
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739822732,251084800
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739823032,251146240
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739823332,251146240
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739823632,251146240
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739823932,252624896
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739824232,250957824
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739824532,251039744
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739824832,251039744
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739825132,251150336
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739825432,251150336
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739825732,251170816
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739826032,251174912
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739826332,251056128
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739826632,251056128
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739826932,244375552
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739827232,244375552
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739827532,244723712
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739827832,244596736
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739828132,244404224
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739828432,246775808
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739828732,246775808
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739829032,246775808
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739829332,246775808
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739829632,246775808
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739829932,246951936
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739830232,246951936
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739830532,246968320
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739830832,248295424
vanilla-scaler,vanilla-scaler-7b968db4f-pbv54,1739831132,247201792
redis-cart,redis-cart-558f8d8d44-kflgb,1738967132,270663680
redis-cart,redis-cart-558f8d8d44-kflgb,1738967432,256073728
redis-cart,redis-cart-558f8d8d44-kflgb,1738967732,275861504
redis-cart,redis-cart-558f8d8d44-kflgb,1738968032,258707456
redis-cart,redis-cart-558f8d8d44-kflgb,1738968332,262230016
redis-cart,redis-cart-558f8d8d44-kflgb,1738968632,59547648
redis-cart,redis-cart-558f8d8d44-kflgb,1738968932,63053824
redis-cart,redis-cart-558f8d8d44-kflgb,1738969232,256139264
redis-cart,redis-cart-558f8d8d44-kflgb,1738969532,251445248
redis-cart,redis-cart-558f8d8d44-kflgb,1738969832,251482112
redis-cart,redis-cart-558f8d8d44-kflgb,1738970132,251904000
redis-cart,redis-cart-558f8d8d44-kflgb,1738970432,251813888
redis-cart,redis-cart-558f8d8d44-kflgb,1738970732,251858944
redis-cart,redis-cart-558f8d8d44-kflgb,1738971032,254009344
redis-cart,redis-cart-558f8d8d44-kflgb,1738971332,254345216
redis-cart,redis-cart-558f8d8d44-kflgb,1738971632,254046208
redis-cart,redis-cart-558f8d8d44-kflgb,1738971932,253972480
redis-cart,redis-cart-558f8d8d44-kflgb,1738972232,254455808
redis-cart,redis-cart-558f8d8d44-kflgb,1738972532,254869504
redis-cart,redis-cart-558f8d8d44-kflgb,1738972832,255623168
redis-cart,redis-cart-558f8d8d44-kflgb,1738973132,256065536
redis-cart,redis-cart-558f8d8d44-kflgb,1738973432,256520192
redis-cart,redis-cart-558f8d8d44-kflgb,1738973732,257191936
redis-cart,redis-cart-558f8d8d44-kflgb,1738974032,257720320
redis-cart,redis-cart-558f8d8d44-kflgb,1738974332,257777664
redis-cart,redis-cart-558f8d8d44-kflgb,1738974632,258260992
redis-cart,redis-cart-558f8d8d44-kflgb,1738974932,258719744
redis-cart,redis-cart-558f8d8d44-kflgb,1738975232,258961408
redis-cart,redis-cart-558f8d8d44-kflgb,1738975532,259678208
redis-cart,redis-cart-558f8d8d44-kflgb,1738975832,259792896
redis-cart,redis-cart-558f8d8d44-kflgb,1738976132,261439488
redis-cart,redis-cart-558f8d8d44-kflgb,1738976432,260747264
redis-cart,redis-cart-558f8d8d44-kflgb,1738976732,260628480
redis-cart,redis-cart-558f8d8d44-kflgb,1738977032,261029888
redis-cart,redis-cart-558f8d8d44-kflgb,1738977332,260984832
redis-cart,redis-cart-558f8d8d44-kflgb,1738977632,261386240
redis-cart,redis-cart-558f8d8d44-kflgb,1738977932,265334784
redis-cart,redis-cart-558f8d8d44-kflgb,1738978232,269254656
redis-cart,redis-cart-558f8d8d44-kflgb,1738978532,262512640
redis-cart,redis-cart-558f8d8d44-kflgb,1738978832,262909952
redis-cart,redis-cart-558f8d8d44-kflgb,1738979132,263286784
redis-cart,redis-cart-558f8d8d44-kflgb,1738979432,263639040
redis-cart,redis-cart-558f8d8d44-kflgb,1738979732,264425472
redis-cart,redis-cart-558f8d8d44-kflgb,1738980032,264503296
redis-cart,redis-cart-558f8d8d44-kflgb,1738980332,264892416
redis-cart,redis-cart-558f8d8d44-kflgb,1738980632,265154560
redis-cart,redis-cart-558f8d8d44-kflgb,1738980932,265211904
redis-cart,redis-cart-558f8d8d44-kflgb,1738981232,265383936
redis-cart,redis-cart-558f8d8d44-kflgb,1738981532,265875456
redis-cart,redis-cart-558f8d8d44-kflgb,1738981832,265310208
redis-cart,redis-cart-558f8d8d44-kflgb,1738982132,265097216
redis-cart,redis-cart-558f8d8d44-kflgb,1738982432,265175040
redis-cart,redis-cart-558f8d8d44-kflgb,1738982732,265584640
redis-cart,redis-cart-558f8d8d44-kflgb,1738983032,265969664
redis-cart,redis-cart-558f8d8d44-kflgb,1738983332,266584064
redis-cart,redis-cart-558f8d8d44-kflgb,1738983632,266719232
redis-cart,redis-cart-558f8d8d44-kflgb,1738983932,267087872
redis-cart,redis-cart-558f8d8d44-kflgb,1738984232,267485184
redis-cart,redis-cart-558f8d8d44-kflgb,1738984532,267923456
redis-cart,redis-cart-558f8d8d44-kflgb,1738984832,269680640
redis-cart,redis-cart-558f8d8d44-kflgb,1738985132,268718080
redis-cart,redis-cart-558f8d8d44-kflgb,1738985432,269127680
redis-cart,redis-cart-558f8d8d44-kflgb,1738985732,269512704
redis-cart,redis-cart-558f8d8d44-kflgb,1738986032,269877248
redis-cart,redis-cart-558f8d8d44-kflgb,1738986332,270209024
redis-cart,redis-cart-558f8d8d44-kflgb,1738986632,271142912
redis-cart,redis-cart-558f8d8d44-kflgb,1738986932,270585856
redis-cart,redis-cart-558f8d8d44-kflgb,1738987232,270970880
redis-cart,redis-cart-558f8d8d44-kflgb,1738987532,271360000
redis-cart,redis-cart-558f8d8d44-kflgb,1738987832,271757312
redis-cart,redis-cart-558f8d8d44-kflgb,1738988132,272142336
redis-cart,redis-cart-558f8d8d44-kflgb,1738988432,272531456
redis-cart,redis-cart-558f8d8d44-kflgb,1738988732,272920576
redis-cart,redis-cart-558f8d8d44-kflgb,1738989032,273420288
redis-cart,redis-cart-558f8d8d44-kflgb,1738989332,274059264
redis-cart,redis-cart-558f8d8d44-kflgb,1738989632,274198528
redis-cart,redis-cart-558f8d8d44-kflgb,1738989932,274583552
redis-cart,redis-cart-558f8d8d44-kflgb,1738990232,276885504
redis-cart,redis-cart-558f8d8d44-kflgb,1738990532,282890240
redis-cart,redis-cart-558f8d8d44-kflgb,1738990832,275812352
redis-cart,redis-cart-558f8d8d44-kflgb,1738991132,276062208
redis-cart,redis-cart-558f8d8d44-kflgb,1738991432,276688896
redis-cart,redis-cart-558f8d8d44-kflgb,1738991732,276582400
redis-cart,redis-cart-558f8d8d44-kflgb,1738992032,276967424
redis-cart,redis-cart-558f8d8d44-kflgb,1738992332,277192704
redis-cart,redis-cart-558f8d8d44-kflgb,1738992632,277434368
redis-cart,redis-cart-558f8d8d44-kflgb,1738992932,277438464
redis-cart,redis-cart-558f8d8d44-kflgb,1738993232,277614592
redis-cart,redis-cart-558f8d8d44-kflgb,1738993532,277741568
redis-cart,redis-cart-558f8d8d44-kflgb,1738993832,280092672
redis-cart,redis-cart-558f8d8d44-kflgb,1738994132,278618112
redis-cart,redis-cart-558f8d8d44-kflgb,1738994432,279060480
redis-cart,redis-cart-558f8d8d44-kflgb,1738994732,289947648
redis-cart,redis-cart-558f8d8d44-kflgb,1738995032,279863296
redis-cart,redis-cart-558f8d8d44-kflgb,1738995332,280002560
redis-cart,redis-cart-558f8d8d44-kflgb,1738995632,281292800
redis-cart,redis-cart-558f8d8d44-kflgb,1738995932,279973888
redis-cart,redis-cart-558f8d8d44-kflgb,1738996232,279359488
redis-cart,redis-cart-558f8d8d44-kflgb,1738996532,279441408
redis-cart,redis-cart-558f8d8d44-kflgb,1738996832,279810048
redis-cart,redis-cart-558f8d8d44-kflgb,1738997132,280174592
redis-cart,redis-cart-558f8d8d44-kflgb,1738997432,280707072
redis-cart,redis-cart-558f8d8d44-kflgb,1738997732,281026560
redis-cart,redis-cart-558f8d8d44-kflgb,1738998032,281333760
redis-cart,redis-cart-558f8d8d44-kflgb,1738998332,281706496
redis-cart,redis-cart-558f8d8d44-kflgb,1738998632,282087424
redis-cart,redis-cart-558f8d8d44-kflgb,1738998932,282480640
redis-cart,redis-cart-558f8d8d44-kflgb,1738999232,284286976
redis-cart,redis-cart-558f8d8d44-kflgb,1738999532,283332608
redis-cart,redis-cart-558f8d8d44-kflgb,1738999832,283709440
redis-cart,redis-cart-558f8d8d44-kflgb,1739000132,284094464
redis-cart,redis-cart-558f8d8d44-kflgb,1739000432,284307456
redis-cart,redis-cart-558f8d8d44-kflgb,1739000732,284524544
redis-cart,redis-cart-558f8d8d44-kflgb,1739001032,284631040
redis-cart,redis-cart-558f8d8d44-kflgb,1739001332,284864512
redis-cart,redis-cart-558f8d8d44-kflgb,1739001632,285138944
redis-cart,redis-cart-558f8d8d44-kflgb,1739001932,285405184
redis-cart,redis-cart-558f8d8d44-kflgb,1739002232,285179904
redis-cart,redis-cart-558f8d8d44-kflgb,1739002532,285478912
redis-cart,redis-cart-558f8d8d44-kflgb,1739002832,287621120
redis-cart,redis-cart-558f8d8d44-kflgb,1739003132,286531584
redis-cart,redis-cart-558f8d8d44-kflgb,1739003432,286781440
redis-cart,redis-cart-558f8d8d44-kflgb,1739003732,287154176
redis-cart,redis-cart-558f8d8d44-kflgb,1739004032,287809536
redis-cart,redis-cart-558f8d8d44-kflgb,1739004332,287899648
redis-cart,redis-cart-558f8d8d44-kflgb,1739004632,289349632
redis-cart,redis-cart-558f8d8d44-kflgb,1739004932,288231424
redis-cart,redis-cart-558f8d8d44-kflgb,1739005232,287973376
redis-cart,redis-cart-558f8d8d44-kflgb,1739005532,288145408
redis-cart,redis-cart-558f8d8d44-kflgb,1739005832,287449088
redis-cart,redis-cart-558f8d8d44-kflgb,1739006132,287182848
redis-cart,redis-cart-558f8d8d44-kflgb,1739006432,287584256
redis-cart,redis-cart-558f8d8d44-kflgb,1739006732,287920128
redis-cart,redis-cart-558f8d8d44-kflgb,1739007032,288505856
redis-cart,redis-cart-558f8d8d44-kflgb,1739007332,289075200
redis-cart,redis-cart-558f8d8d44-kflgb,1739007632,293076992
redis-cart,redis-cart-558f8d8d44-kflgb,1739007932,290328576
redis-cart,redis-cart-558f8d8d44-kflgb,1739008232,290648064
redis-cart,redis-cart-558f8d8d44-kflgb,1739008532,291704832
redis-cart,redis-cart-558f8d8d44-kflgb,1739008832,292048896
redis-cart,redis-cart-558f8d8d44-kflgb,1739009132,292724736
redis-cart,redis-cart-558f8d8d44-kflgb,1739009432,298758144
redis-cart,redis-cart-558f8d8d44-kflgb,1739009732,294117376
redis-cart,redis-cart-558f8d8d44-kflgb,1739010032,294469632
redis-cart,redis-cart-558f8d8d44-kflgb,1739010332,294334464
redis-cart,redis-cart-558f8d8d44-kflgb,1739010632,294879232
redis-cart,redis-cart-558f8d8d44-kflgb,1739010932,301727744
redis-cart,redis-cart-558f8d8d44-kflgb,1739011232,295841792
redis-cart,redis-cart-558f8d8d44-kflgb,1739011532,296157184
redis-cart,redis-cart-558f8d8d44-kflgb,1739011832,296235008
redis-cart,redis-cart-558f8d8d44-kflgb,1739012132,296755200
redis-cart,redis-cart-558f8d8d44-kflgb,1739012432,301056000
redis-cart,redis-cart-558f8d8d44-kflgb,1739012732,299048960
redis-cart,redis-cart-558f8d8d44-kflgb,1739013032,299139072
redis-cart,redis-cart-558f8d8d44-kflgb,1739013332,299601920
redis-cart,redis-cart-558f8d8d44-kflgb,1739013632,301727744
redis-cart,redis-cart-558f8d8d44-kflgb,1739013932,300539904
redis-cart,redis-cart-558f8d8d44-kflgb,1739014232,301195264
redis-cart,redis-cart-558f8d8d44-kflgb,1739014532,310226944
redis-cart,redis-cart-558f8d8d44-kflgb,1739014832,304394240
redis-cart,redis-cart-558f8d8d44-kflgb,1739015132,302292992
redis-cart,redis-cart-558f8d8d44-kflgb,1739015432,304869376
redis-cart,redis-cart-558f8d8d44-kflgb,1739015732,303034368
redis-cart,redis-cart-558f8d8d44-kflgb,1739016032,309149696
redis-cart,redis-cart-558f8d8d44-kflgb,1739016332,303263744
redis-cart,redis-cart-558f8d8d44-kflgb,1739016632,303284224
redis-cart,redis-cart-558f8d8d44-kflgb,1739016932,303288320
redis-cart,redis-cart-558f8d8d44-kflgb,1739017232,303382528
redis-cart,redis-cart-558f8d8d44-kflgb,1739017532,303382528
redis-cart,redis-cart-558f8d8d44-kflgb,1739017832,303378432
redis-cart,redis-cart-558f8d8d44-kflgb,1739018132,303382528
redis-cart,redis-cart-558f8d8d44-kflgb,1739018432,303562752
redis-cart,redis-cart-558f8d8d44-kflgb,1739018732,303616000
redis-cart,redis-cart-558f8d8d44-kflgb,1739019032,303706112
redis-cart,redis-cart-558f8d8d44-kflgb,1739019332,303767552
redis-cart,redis-cart-558f8d8d44-kflgb,1739019632,303988736
redis-cart,redis-cart-558f8d8d44-kflgb,1739019932,304062464
redis-cart,redis-cart-558f8d8d44-kflgb,1739020232,303947776
redis-cart,redis-cart-558f8d8d44-kflgb,1739020532,304214016
redis-cart,redis-cart-558f8d8d44-kflgb,1739020832,305258496
redis-cart,redis-cart-558f8d8d44-kflgb,1739021132,303599616
redis-cart,redis-cart-558f8d8d44-kflgb,1739021432,303075328
redis-cart,redis-cart-558f8d8d44-kflgb,1739021732,303075328
