source,destination,timestamp,reporter,value
checkoutservice,currencyservice,1739288080,destination,1031
checkoutservice,emailservice,1739288080,destination,485
checkoutservice,paymentservice,1739288080,destination,434
checkoutservice,productcatalogservice,1739288080,destination,473
checkoutservice,shippingservice,1739288080,destination,958
frontend,adservice,1739288080,destination,3622
frontend,cartservice,1739288080,destination,10013
frontend,checkoutservice,1739288080,destination,610
frontend,currencyservice,1739288080,destination,34926
frontend,productcatalogservice,1739288080,destination,45753
frontend,recommendationservice,1739288080,destination,5801
frontend,shippingservice,1739288080,destination,3118
recommendationservice,productcatalogservice,1739288080,destination,6426
unknown,frontend,1739288080,destination,12869
checkoutservice,cartservice,1739288140,destination,971
checkoutservice,currencyservice,1739288140,destination,1086
checkoutservice,emailservice,1739288140,destination,518
checkoutservice,paymentservice,1739288140,destination,519
checkoutservice,productcatalogservice,1739288140,destination,510
checkoutservice,shippingservice,1739288140,destination,1180
frontend,adservice,1739288140,destination,3915
frontend,cartservice,1739288140,destination,10753
frontend,checkoutservice,1739288140,destination,753
frontend,currencyservice,1739288140,destination,38176
frontend,productcatalogservice,1739288140,destination,51061
frontend,recommendationservice,1739288140,destination,7302
frontend,shippingservice,1739288140,destination,3815
recommendationservice,productcatalogservice,1739288140,destination,6986
unknown,frontend,1739288140,destination,15623
checkoutservice,cartservice,1739288200,destination,443
checkoutservice,currencyservice,1739288200,destination,367
checkoutservice,emailservice,1739288200,destination,216
checkoutservice,paymentservice,1739288200,destination,262
checkoutservice,productcatalogservice,1739288200,destination,220
checkoutservice,shippingservice,1739288200,destination,572
frontend,adservice,1739288200,destination,1758
frontend,cartservice,1739288200,destination,4847
frontend,checkoutservice,1739288200,destination,289
frontend,currencyservice,1739288200,destination,13524
frontend,productcatalogservice,1739288200,destination,22346
frontend,recommendationservice,1739288200,destination,3936
frontend,shippingservice,1739288200,destination,1870
recommendationservice,productcatalogservice,1739288200,destination,3019
unknown,frontend,1739288200,destination,6444
checkoutservice,cartservice,1739288260,destination,727
checkoutservice,currencyservice,1739288260,destination,648
checkoutservice,emailservice,1739288260,destination,362
checkoutservice,paymentservice,1739288260,destination,406
checkoutservice,productcatalogservice,1739288260,destination,360
checkoutservice,shippingservice,1739288260,destination,866
frontend,adservice,1739288260,destination,3107
frontend,cartservice,1739288260,destination,8130
frontend,checkoutservice,1739288260,destination,426
frontend,currencyservice,1739288260,destination,22891
frontend,productcatalogservice,1739288260,destination,35660
frontend,recommendationservice,1739288260,destination,6053
frontend,shippingservice,1739288260,destination,2888
recommendationservice,productcatalogservice,1739288260,destination,5025
unknown,frontend,1739288260,destination,9853
checkoutservice,cartservice,1739288320,destination,1005
checkoutservice,currencyservice,1739288320,destination,940
checkoutservice,emailservice,1739288320,destination,499
checkoutservice,paymentservice,1739288320,destination,549
checkoutservice,productcatalogservice,1739288320,destination,512
checkoutservice,shippingservice,1739288320,destination,1152
frontend,adservice,1739288320,destination,4560
frontend,cartservice,1739288320,destination,11491
frontend,checkoutservice,1739288320,destination,570
frontend,currencyservice,1739288320,destination,32632
frontend,productcatalogservice,1739288320,destination,49436
frontend,recommendationservice,1739288320,destination,8130
frontend,shippingservice,1739288320,destination,3873
recommendationservice,productcatalogservice,1739288320,destination,7104
unknown,frontend,1739288320,destination,13438
checkoutservice,cartservice,1739288380,destination,1293
checkoutservice,currencyservice,1739288380,destination,1242
checkoutservice,emailservice,1739288380,destination,643
checkoutservice,paymentservice,1739288380,destination,700
checkoutservice,productcatalogservice,1739288380,destination,669
checkoutservice,shippingservice,1739288380,destination,1448
frontend,adservice,1739288380,destination,5950
frontend,cartservice,1739288380,destination,14969
frontend,checkoutservice,1739288380,destination,716
frontend,currencyservice,1739288380,destination,42145
frontend,productcatalogservice,1739288380,destination,63757
frontend,recommendationservice,1739288380,destination,10211
frontend,shippingservice,1739288380,destination,4871
recommendationservice,productcatalogservice,1739288380,destination,9271
unknown,frontend,1739288380,destination,16985
checkoutservice,cartservice,1739288440,destination,1598
checkoutservice,currencyservice,1739288440,destination,1551
checkoutservice,emailservice,1739288440,destination,793
checkoutservice,paymentservice,1739288440,destination,847
checkoutservice,productcatalogservice,1739288440,destination,825
checkoutservice,shippingservice,1739288440,destination,1742
frontend,adservice,1739288440,destination,7353
frontend,cartservice,1739288440,destination,18365
frontend,checkoutservice,1739288440,destination,864
frontend,currencyservice,1739288440,destination,51984
frontend,productcatalogservice,1739288440,destination,77463
frontend,recommendationservice,1739288440,destination,12298
frontend,shippingservice,1739288440,destination,5905
recommendationservice,productcatalogservice,1739288440,destination,11331
unknown,frontend,1739288440,destination,20522
checkoutservice,cartservice,1739288500,destination,1899
checkoutservice,currencyservice,1739288500,destination,1850
checkoutservice,emailservice,1739288500,destination,943
checkoutservice,paymentservice,1739288500,destination,993
checkoutservice,productcatalogservice,1739288500,destination,982
checkoutservice,shippingservice,1739288500,destination,2030
frontend,adservice,1739288500,destination,8774
frontend,cartservice,1739288500,destination,21812
frontend,checkoutservice,1739288500,destination,1012
frontend,currencyservice,1739288500,destination,61843
frontend,productcatalogservice,1739288500,destination,91534
frontend,recommendationservice,1739288500,destination,14439
frontend,shippingservice,1739288500,destination,6895
recommendationservice,productcatalogservice,1739288500,destination,13460
unknown,frontend,1739288500,destination,24111
checkoutservice,cartservice,1739288560,destination,2169
checkoutservice,currencyservice,1739288560,destination,2143
checkoutservice,emailservice,1739288560,destination,1083
checkoutservice,paymentservice,1739288560,destination,1130
checkoutservice,productcatalogservice,1739288560,destination,1124
checkoutservice,shippingservice,1739288560,destination,2306
frontend,adservice,1739288560,destination,10204
frontend,cartservice,1739288560,destination,25128
frontend,checkoutservice,1739288560,destination,1157
frontend,currencyservice,1739288560,destination,71351
frontend,productcatalogservice,1739288560,destination,105283
frontend,recommendationservice,1739288560,destination,16539
frontend,shippingservice,1739288560,destination,7900
recommendationservice,productcatalogservice,1739288560,destination,15533
unknown,frontend,1739288560,destination,27716
checkoutservice,cartservice,1739288620,destination,2461
checkoutservice,currencyservice,1739288620,destination,2420
checkoutservice,emailservice,1739288620,destination,1228
checkoutservice,paymentservice,1739288620,destination,1276
checkoutservice,productcatalogservice,1739288620,destination,1277
checkoutservice,shippingservice,1739288620,destination,2598
frontend,adservice,1739288620,destination,11600
frontend,cartservice,1739288620,destination,28527
frontend,checkoutservice,1739288620,destination,1295
frontend,currencyservice,1739288620,destination,81031
frontend,productcatalogservice,1739288620,destination,118906
frontend,recommendationservice,1739288620,destination,18514
frontend,shippingservice,1739288620,destination,8841
recommendationservice,productcatalogservice,1739288620,destination,17576
unknown,frontend,1739288620,destination,31230
checkoutservice,cartservice,1739288680,destination,2743
checkoutservice,currencyservice,1739288680,destination,2719
checkoutservice,emailservice,1739288680,destination,1366
checkoutservice,paymentservice,1739288680,destination,1421
checkoutservice,productcatalogservice,1739288680,destination,1424
checkoutservice,shippingservice,1739288680,destination,2890
frontend,adservice,1739288680,destination,12977
frontend,cartservice,1739288680,destination,31819
frontend,checkoutservice,1739288680,destination,1439
frontend,currencyservice,1739288680,destination,90758
frontend,productcatalogservice,1739288680,destination,132326
frontend,recommendationservice,1739288680,destination,20625
frontend,shippingservice,1739288680,destination,9861
recommendationservice,productcatalogservice,1739288680,destination,19597
unknown,frontend,1739288680,destination,34668
checkoutservice,cartservice,1739288740,destination,3051
checkoutservice,currencyservice,1739288740,destination,3034
checkoutservice,emailservice,1739288740,destination,1522
checkoutservice,paymentservice,1739288740,destination,1568
checkoutservice,productcatalogservice,1739288740,destination,1585
checkoutservice,shippingservice,1739288740,destination,3196
frontend,adservice,1739288740,destination,14402
frontend,cartservice,1739288740,destination,35251
frontend,checkoutservice,1739288740,destination,1590
frontend,currencyservice,1739288740,destination,100855
frontend,productcatalogservice,1739288740,destination,146270
frontend,recommendationservice,1739288740,destination,22696
frontend,shippingservice,1739288740,destination,10872
recommendationservice,productcatalogservice,1739288740,destination,21689
unknown,frontend,1739288740,destination,38269
checkoutservice,cartservice,1739288800,destination,3346
checkoutservice,currencyservice,1739288800,destination,3343
checkoutservice,emailservice,1739288800,destination,1668
checkoutservice,paymentservice,1739288800,destination,1721
checkoutservice,productcatalogservice,1739288800,destination,1743
checkoutservice,shippingservice,1739288800,destination,3498
frontend,adservice,1739288800,destination,15844
frontend,cartservice,1739288800,destination,38748
frontend,checkoutservice,1739288800,destination,1738
frontend,currencyservice,1739288800,destination,110990
frontend,productcatalogservice,1739288800,destination,160448
frontend,recommendationservice,1739288800,destination,24826
frontend,shippingservice,1739288800,destination,11898
recommendationservice,productcatalogservice,1739288800,destination,23825
unknown,frontend,1739288800,destination,41883
checkoutservice,cartservice,1739288860,destination,3642
checkoutservice,currencyservice,1739288860,destination,3644
checkoutservice,emailservice,1739288860,destination,1816
checkoutservice,paymentservice,1739288860,destination,1866
checkoutservice,productcatalogservice,1739288860,destination,1899
checkoutservice,shippingservice,1739288860,destination,3784
frontend,adservice,1739288860,destination,17248
frontend,cartservice,1739288860,destination,42088
frontend,checkoutservice,1739288860,destination,1887
frontend,currencyservice,1739288860,destination,120863
frontend,productcatalogservice,1739288860,destination,174010
frontend,recommendationservice,1739288860,destination,26828
frontend,shippingservice,1739288860,destination,12870
recommendationservice,productcatalogservice,1739288860,destination,25866
unknown,frontend,1739288860,destination,45480
checkoutservice,cartservice,1739288920,destination,3913
checkoutservice,currencyservice,1739288920,destination,3932
checkoutservice,emailservice,1739288920,destination,1952
checkoutservice,paymentservice,1739288920,destination,2001
checkoutservice,productcatalogservice,1739288920,destination,2036
checkoutservice,shippingservice,1739288920,destination,4052
frontend,adservice,1739288920,destination,18583
frontend,cartservice,1739288920,destination,45301
frontend,checkoutservice,1739288920,destination,2031
frontend,currencyservice,1739288920,destination,130212
frontend,productcatalogservice,1739288920,destination,187104
frontend,recommendationservice,1739288920,destination,28807
frontend,shippingservice,1739288920,destination,13817
recommendationservice,productcatalogservice,1739288920,destination,27837
unknown,frontend,1739288920,destination,48892
checkoutservice,cartservice,1739288980,destination,4195
checkoutservice,currencyservice,1739288980,destination,4211
checkoutservice,emailservice,1739288980,destination,2094
checkoutservice,paymentservice,1739288980,destination,2147
checkoutservice,productcatalogservice,1739288980,destination,2190
checkoutservice,shippingservice,1739288980,destination,4334
frontend,adservice,1739288980,destination,19962
frontend,cartservice,1739288980,destination,48642
frontend,checkoutservice,1739288980,destination,2165
frontend,currencyservice,1739288980,destination,139691
frontend,productcatalogservice,1739288980,destination,200743
frontend,recommendationservice,1739288980,destination,30829
frontend,shippingservice,1739288980,destination,14780
recommendationservice,productcatalogservice,1739288980,destination,29893
unknown,frontend,1739288980,destination,52269
checkoutservice,cartservice,1739289040,destination,4479
checkoutservice,currencyservice,1739289040,destination,4507
checkoutservice,emailservice,1739289040,destination,2236
checkoutservice,paymentservice,1739289040,destination,2288
checkoutservice,productcatalogservice,1739289040,destination,2336
checkoutservice,shippingservice,1739289040,destination,4628
frontend,adservice,1739289040,destination,21354
frontend,cartservice,1739289040,destination,52000
frontend,checkoutservice,1739289040,destination,2308
frontend,currencyservice,1739289040,destination,149388
frontend,productcatalogservice,1739289040,destination,214292
frontend,recommendationservice,1739289040,destination,32933
frontend,shippingservice,1739289040,destination,15815
recommendationservice,productcatalogservice,1739289040,destination,31930
unknown,frontend,1739289040,destination,55733
checkoutservice,cartservice,1739289100,destination,4763
checkoutservice,currencyservice,1739289100,destination,4805
checkoutservice,emailservice,1739289100,destination,2378
checkoutservice,paymentservice,1739289100,destination,2425
checkoutservice,productcatalogservice,1739289100,destination,2489
checkoutservice,shippingservice,1739289100,destination,4896
frontend,adservice,1739289100,destination,22738
frontend,cartservice,1739289100,destination,55308
frontend,checkoutservice,1739289100,destination,2456
frontend,currencyservice,1739289100,destination,159084
frontend,productcatalogservice,1739289100,destination,227743
frontend,recommendationservice,1739289100,destination,34883
frontend,shippingservice,1739289100,destination,16727
recommendationservice,productcatalogservice,1739289100,destination,33955
unknown,frontend,1739289100,destination,59314
checkoutservice,cartservice,1739289160,destination,5041
checkoutservice,currencyservice,1739289160,destination,5082
checkoutservice,emailservice,1739289160,destination,2519
checkoutservice,paymentservice,1739289160,destination,2563
checkoutservice,productcatalogservice,1739289160,destination,2629
checkoutservice,shippingservice,1739289160,destination,5181
frontend,adservice,1739289160,destination,24102
frontend,cartservice,1739289160,destination,58530
frontend,checkoutservice,1739289160,destination,2589
frontend,currencyservice,1739289160,destination,168641
frontend,productcatalogservice,1739289160,destination,240921
frontend,recommendationservice,1739289160,destination,36939
frontend,shippingservice,1739289160,destination,17743
recommendationservice,productcatalogservice,1739289160,destination,35934
unknown,frontend,1739289160,destination,62665
checkoutservice,cartservice,1739289220,destination,5330
checkoutservice,currencyservice,1739289220,destination,5381
checkoutservice,emailservice,1739289220,destination,2659
checkoutservice,paymentservice,1739289220,destination,2711
checkoutservice,productcatalogservice,1739289220,destination,2787
checkoutservice,shippingservice,1739289220,destination,5467
frontend,adservice,1739289220,destination,25504
frontend,cartservice,1739289220,destination,62006
frontend,checkoutservice,1739289220,destination,2729
frontend,currencyservice,1739289220,destination,178386
frontend,productcatalogservice,1739289220,destination,255053
frontend,recommendationservice,1739289220,destination,39028
frontend,shippingservice,1739289220,destination,18718
recommendationservice,productcatalogservice,1739289220,destination,38055
unknown,frontend,1739289220,destination,66176
checkoutservice,cartservice,1739289280,destination,5616
checkoutservice,currencyservice,1739289280,destination,5673
checkoutservice,emailservice,1739289280,destination,2804
checkoutservice,paymentservice,1739289280,destination,2855
checkoutservice,productcatalogservice,1739289280,destination,2937
checkoutservice,shippingservice,1739289280,destination,5757
frontend,adservice,1739289280,destination,26908
frontend,cartservice,1739289280,destination,65356
frontend,checkoutservice,1739289280,destination,2875
frontend,currencyservice,1739289280,destination,187823
frontend,productcatalogservice,1739289280,destination,268873
frontend,recommendationservice,1739289280,destination,41101
frontend,shippingservice,1739289280,destination,19709
recommendationservice,productcatalogservice,1739289280,destination,40142
unknown,frontend,1739289280,destination,69705
checkoutservice,cartservice,1739289340,destination,5908
checkoutservice,currencyservice,1739289340,destination,5980
checkoutservice,emailservice,1739289340,destination,2947
checkoutservice,paymentservice,1739289340,destination,2999
checkoutservice,productcatalogservice,1739289340,destination,3099
checkoutservice,shippingservice,1739289340,destination,6043
frontend,adservice,1739289340,destination,28311
frontend,cartservice,1739289340,destination,68712
frontend,checkoutservice,1739289340,destination,3022
frontend,currencyservice,1739289340,destination,197552
frontend,productcatalogservice,1739289340,destination,282518
frontend,recommendationservice,1739289340,destination,43074
frontend,shippingservice,1739289340,destination,20661
recommendationservice,productcatalogservice,1739289340,destination,42194
unknown,frontend,1739289340,destination,73231
checkoutservice,cartservice,1739289400,destination,6186
checkoutservice,currencyservice,1739289400,destination,6256
checkoutservice,emailservice,1739289400,destination,3087
checkoutservice,paymentservice,1739289400,destination,3139
checkoutservice,productcatalogservice,1739289400,destination,3237
checkoutservice,shippingservice,1739289400,destination,6319
frontend,adservice,1739289400,destination,29642
frontend,cartservice,1739289400,destination,71796
frontend,checkoutservice,1739289400,destination,3160
frontend,currencyservice,1739289400,destination,206914
frontend,productcatalogservice,1739289400,destination,295106
frontend,recommendationservice,1739289400,destination,45087
frontend,shippingservice,1739289400,destination,21618
recommendationservice,productcatalogservice,1739289400,destination,44083
unknown,frontend,1739289400,destination,76562
checkoutservice,cartservice,1739289460,destination,6478
checkoutservice,currencyservice,1739289460,destination,6557
checkoutservice,emailservice,1739289460,destination,3235
checkoutservice,paymentservice,1739289460,destination,3289
checkoutservice,productcatalogservice,1739289460,destination,3394
checkoutservice,shippingservice,1739289460,destination,6621
frontend,adservice,1739289460,destination,31057
frontend,cartservice,1739289460,destination,75253
frontend,checkoutservice,1739289460,destination,3304
frontend,currencyservice,1739289460,destination,216777
frontend,productcatalogservice,1739289460,destination,309272
frontend,recommendationservice,1739289460,destination,47146
frontend,shippingservice,1739289460,destination,22615
recommendationservice,productcatalogservice,1739289460,destination,46218
unknown,frontend,1739289460,destination,80032
checkoutservice,cartservice,1739289520,destination,6754
checkoutservice,currencyservice,1739289520,destination,6858
checkoutservice,emailservice,1739289520,destination,3374
checkoutservice,paymentservice,1739289520,destination,3426
checkoutservice,productcatalogservice,1739289520,destination,3544
checkoutservice,shippingservice,1739289520,destination,6903
frontend,adservice,1739289520,destination,32457
frontend,cartservice,1739289520,destination,78605
frontend,checkoutservice,1739289520,destination,3449
frontend,currencyservice,1739289520,destination,226582
frontend,productcatalogservice,1739289520,destination,322793
frontend,recommendationservice,1739289520,destination,49271
frontend,shippingservice,1739289520,destination,23641
recommendationservice,productcatalogservice,1739289520,destination,48249
unknown,frontend,1739289520,destination,83590
checkoutservice,cartservice,1739289580,destination,7050
checkoutservice,currencyservice,1739289580,destination,7162
checkoutservice,emailservice,1739289580,destination,3520
checkoutservice,paymentservice,1739289580,destination,3573
checkoutservice,productcatalogservice,1739289580,destination,3707
checkoutservice,shippingservice,1739289580,destination,7191
frontend,adservice,1739289580,destination,33889
frontend,cartservice,1739289580,destination,82087
frontend,checkoutservice,1739289580,destination,3593
frontend,currencyservice,1739289580,destination,236716
frontend,productcatalogservice,1739289580,destination,336780
frontend,recommendationservice,1739289580,destination,51376
frontend,shippingservice,1739289580,destination,24657
recommendationservice,productcatalogservice,1739289580,destination,50348
unknown,frontend,1739289580,destination,87213
checkoutservice,cartservice,1739289640,destination,7342
checkoutservice,currencyservice,1739289640,destination,7455
checkoutservice,emailservice,1739289640,destination,3667
checkoutservice,paymentservice,1739289640,destination,3723
checkoutservice,productcatalogservice,1739289640,destination,3859
checkoutservice,shippingservice,1739289640,destination,7492
frontend,adservice,1739289640,destination,35324
frontend,cartservice,1739289640,destination,85561
frontend,checkoutservice,1739289640,destination,3740
frontend,currencyservice,1739289640,destination,246530
frontend,productcatalogservice,1739289640,destination,351137
frontend,recommendationservice,1739289640,destination,53567
frontend,shippingservice,1739289640,destination,25712
recommendationservice,productcatalogservice,1739289640,destination,52514
unknown,frontend,1739289640,destination,90826
checkoutservice,cartservice,1739289700,destination,7621
checkoutservice,currencyservice,1739289700,destination,7769
checkoutservice,emailservice,1739289700,destination,3805
checkoutservice,paymentservice,1739289700,destination,3848
checkoutservice,productcatalogservice,1739289700,destination,4009
checkoutservice,shippingservice,1739289700,destination,7740
frontend,adservice,1739289700,destination,36726
frontend,cartservice,1739289700,destination,88720
frontend,checkoutservice,1739289700,destination,3886
frontend,currencyservice,1739289700,destination,256608
frontend,productcatalogservice,1739289700,destination,363590
frontend,recommendationservice,1739289700,destination,55168
frontend,shippingservice,1739289700,destination,26500
recommendationservice,productcatalogservice,1739289700,destination,54390
unknown,frontend,1739289700,destination,94518
checkoutservice,cartservice,1739289760,destination,7883
checkoutservice,currencyservice,1739289760,destination,8026
checkoutservice,emailservice,1739289760,destination,3938
checkoutservice,paymentservice,1739289760,destination,3986
checkoutservice,productcatalogservice,1739289760,destination,4155
checkoutservice,shippingservice,1739289760,destination,8016
frontend,adservice,1739289760,destination,37910
frontend,cartservice,1739289760,destination,91765
frontend,checkoutservice,1739289760,destination,4009
frontend,currencyservice,1739289760,destination,264810
frontend,productcatalogservice,1739289760,destination,376211
frontend,recommendationservice,1739289760,destination,57233
frontend,shippingservice,1739289760,destination,27482
recommendationservice,productcatalogservice,1739289760,destination,56279
unknown,frontend,1739289760,destination,97305
checkoutservice,cartservice,1739289820,destination,8157
checkoutservice,currencyservice,1739289820,destination,8301
checkoutservice,emailservice,1739289820,destination,4074
checkoutservice,paymentservice,1739289820,destination,4124
checkoutservice,productcatalogservice,1739289820,destination,4295
checkoutservice,shippingservice,1739289820,destination,8292
frontend,adservice,1739289820,destination,39227
frontend,cartservice,1739289820,destination,94963
frontend,checkoutservice,1739289820,destination,4147
frontend,currencyservice,1739289820,destination,274090
frontend,productcatalogservice,1739289820,destination,389423
frontend,recommendationservice,1739289820,destination,59131
frontend,shippingservice,1739289820,destination,28411
recommendationservice,productcatalogservice,1739289820,destination,58271
unknown,frontend,1739289820,destination,100770
checkoutservice,cartservice,1739289880,destination,8433
checkoutservice,currencyservice,1739289880,destination,8583
checkoutservice,emailservice,1739289880,destination,4209
checkoutservice,paymentservice,1739289880,destination,4264
checkoutservice,productcatalogservice,1739289880,destination,4439
checkoutservice,shippingservice,1739289880,destination,8572
frontend,adservice,1739289880,destination,40523
frontend,cartservice,1739289880,destination,98092
frontend,checkoutservice,1739289880,destination,4284
frontend,currencyservice,1739289880,destination,283007
frontend,productcatalogservice,1739289880,destination,402166
frontend,recommendationservice,1739289880,destination,61123
frontend,shippingservice,1739289880,destination,29346
recommendationservice,productcatalogservice,1739289880,destination,60188
unknown,frontend,1739289880,destination,103962
checkoutservice,cartservice,1739289940,destination,8713
checkoutservice,currencyservice,1739289940,destination,8876
checkoutservice,emailservice,1739289940,destination,4352
checkoutservice,paymentservice,1739289940,destination,4406
checkoutservice,productcatalogservice,1739289940,destination,4596
checkoutservice,shippingservice,1739289940,destination,8866
frontend,adservice,1739289940,destination,41899
frontend,cartservice,1739289940,destination,101284
frontend,checkoutservice,1739289940,destination,4424
frontend,currencyservice,1739289940,destination,292417
frontend,productcatalogservice,1739289940,destination,415201
frontend,recommendationservice,1739289940,destination,63137
frontend,shippingservice,1739289940,destination,30299
recommendationservice,productcatalogservice,1739289940,destination,62150
unknown,frontend,1739289940,destination,107400
checkoutservice,cartservice,1739290000,destination,9003
checkoutservice,currencyservice,1739290000,destination,9172
checkoutservice,emailservice,1739290000,destination,4495
checkoutservice,paymentservice,1739290000,destination,4551
checkoutservice,productcatalogservice,1739290000,destination,4745
checkoutservice,shippingservice,1739290000,destination,9152
frontend,adservice,1739290000,destination,43250
frontend,cartservice,1739290000,destination,104589
frontend,checkoutservice,1739290000,destination,4570
frontend,currencyservice,1739290000,destination,301877
frontend,productcatalogservice,1739290000,destination,428723
frontend,recommendationservice,1739290000,destination,65205
frontend,shippingservice,1739290000,destination,31293
recommendationservice,productcatalogservice,1739290000,destination,64188
unknown,frontend,1739290000,destination,110793
checkoutservice,cartservice,1739290060,destination,9293
checkoutservice,currencyservice,1739290060,destination,9476
checkoutservice,emailservice,1739290060,destination,4641
checkoutservice,paymentservice,1739290060,destination,4694
checkoutservice,productcatalogservice,1739290060,destination,4894
checkoutservice,shippingservice,1739290060,destination,9434
frontend,adservice,1739290060,destination,44682
frontend,cartservice,1739290060,destination,108035
frontend,checkoutservice,1739290060,destination,4715
frontend,currencyservice,1739290060,destination,311677
frontend,productcatalogservice,1739290060,destination,442786
frontend,recommendationservice,1739290060,destination,67331
frontend,shippingservice,1739290060,destination,32310
recommendationservice,productcatalogservice,1739290060,destination,66307
unknown,frontend,1739290060,destination,114367
checkoutservice,cartservice,1739290120,destination,9577
checkoutservice,currencyservice,1739290120,destination,9765
checkoutservice,emailservice,1739290120,destination,4786
checkoutservice,paymentservice,1739290120,destination,4840
checkoutservice,productcatalogservice,1739290120,destination,5048
checkoutservice,shippingservice,1739290120,destination,9722
frontend,adservice,1739290120,destination,46083
frontend,cartservice,1739290120,destination,111355
frontend,checkoutservice,1739290120,destination,4863
frontend,currencyservice,1739290120,destination,321280
frontend,productcatalogservice,1739290120,destination,456319
frontend,recommendationservice,1739290120,destination,69321
frontend,shippingservice,1739290120,destination,33274
recommendationservice,productcatalogservice,1739290120,destination,68346
unknown,frontend,1739290120,destination,117941
checkoutservice,cartservice,1739290180,destination,9875
checkoutservice,currencyservice,1739290180,destination,10057
checkoutservice,emailservice,1739290180,destination,4935
checkoutservice,paymentservice,1739290180,destination,4988
checkoutservice,productcatalogservice,1739290180,destination,5197
checkoutservice,shippingservice,1739290180,destination,10026
frontend,adservice,1739290180,destination,47473
frontend,cartservice,1739290180,destination,114753
frontend,checkoutservice,1739290180,destination,5004
frontend,currencyservice,1739290180,destination,331081
frontend,productcatalogservice,1739290180,destination,470140
frontend,recommendationservice,1739290180,destination,71439
frontend,shippingservice,1739290180,destination,34292
recommendationservice,productcatalogservice,1739290180,destination,70421
unknown,frontend,1739290180,destination,121405
checkoutservice,cartservice,1739290240,destination,10171
checkoutservice,currencyservice,1739290240,destination,10382
checkoutservice,emailservice,1739290240,destination,5082
checkoutservice,paymentservice,1739290240,destination,5133
checkoutservice,productcatalogservice,1739290240,destination,5361
checkoutservice,shippingservice,1739290240,destination,10310
frontend,adservice,1739290240,destination,48893
frontend,cartservice,1739290240,destination,118169
frontend,checkoutservice,1739290240,destination,5155
frontend,currencyservice,1739290240,destination,340866
frontend,productcatalogservice,1739290240,destination,484018
frontend,recommendationservice,1739290240,destination,73495
frontend,shippingservice,1739290240,destination,35286
recommendationservice,productcatalogservice,1739290240,destination,72513
unknown,frontend,1739290240,destination,125010
checkoutservice,cartservice,1739290300,destination,10453
checkoutservice,currencyservice,1739290300,destination,10659
checkoutservice,emailservice,1739290300,destination,5221
checkoutservice,paymentservice,1739290300,destination,5265
checkoutservice,productcatalogservice,1739290300,destination,5502
checkoutservice,shippingservice,1739290300,destination,10577
frontend,adservice,1739290300,destination,50289
frontend,cartservice,1739290300,destination,121492
frontend,checkoutservice,1739290300,destination,5298
frontend,currencyservice,1739290300,destination,350583
frontend,productcatalogservice,1739290300,destination,497471
frontend,recommendationservice,1739290300,destination,75412
frontend,shippingservice,1739290300,destination,36203
recommendationservice,productcatalogservice,1739290300,destination,74534
unknown,frontend,1739290300,destination,128515
checkoutservice,cartservice,1739290360,destination,10730
checkoutservice,currencyservice,1739290360,destination,10939
checkoutservice,emailservice,1739290360,destination,5357
checkoutservice,paymentservice,1739290360,destination,5409
checkoutservice,productcatalogservice,1739290360,destination,5648
checkoutservice,shippingservice,1739290360,destination,10869
frontend,adservice,1739290360,destination,51590
frontend,cartservice,1739290360,destination,124628
frontend,checkoutservice,1739290360,destination,5430
frontend,currencyservice,1739290360,destination,359767
frontend,productcatalogservice,1739290360,destination,510259
frontend,recommendationservice,1739290360,destination,77409
frontend,shippingservice,1739290360,destination,37162
recommendationservice,productcatalogservice,1739290360,destination,76461
unknown,frontend,1739290360,destination,131788
checkoutservice,cartservice,1739290420,destination,11010
checkoutservice,currencyservice,1739290420,destination,11231
checkoutservice,emailservice,1739290420,destination,5500
checkoutservice,paymentservice,1739290420,destination,5550
checkoutservice,productcatalogservice,1739290420,destination,5795
checkoutservice,shippingservice,1739290420,destination,11135
frontend,adservice,1739290420,destination,52960
frontend,cartservice,1739290420,destination,127873
frontend,checkoutservice,1739290420,destination,5577
frontend,currencyservice,1739290420,destination,369256
frontend,productcatalogservice,1739290420,destination,523299
frontend,recommendationservice,1739290420,destination,79212
frontend,shippingservice,1739290420,destination,38083
recommendationservice,productcatalogservice,1739290420,destination,78423
unknown,frontend,1739290420,destination,135254
checkoutservice,cartservice,1739290480,destination,11258
checkoutservice,currencyservice,1739290480,destination,11473
checkoutservice,emailservice,1739290480,destination,5623
checkoutservice,paymentservice,1739290480,destination,5674
checkoutservice,productcatalogservice,1739290480,destination,5913
checkoutservice,shippingservice,1739290480,destination,11397
frontend,adservice,1739290480,destination,54164
frontend,cartservice,1739290480,destination,130732
frontend,checkoutservice,1739290480,destination,5696
frontend,currencyservice,1739290480,destination,377834
frontend,productcatalogservice,1739290480,destination,534850
frontend,recommendationservice,1739290480,destination,81108
frontend,shippingservice,1739290480,destination,38965
recommendationservice,productcatalogservice,1739290480,destination,80155
unknown,frontend,1739290480,destination,138284
checkoutservice,cartservice,1739290540,destination,11538
checkoutservice,currencyservice,1739290540,destination,11751
checkoutservice,emailservice,1739290540,destination,5764
checkoutservice,paymentservice,1739290540,destination,5813
checkoutservice,productcatalogservice,1739290540,destination,6055
checkoutservice,shippingservice,1739290540,destination,11673
frontend,adservice,1739290540,destination,55465
frontend,cartservice,1739290540,destination,133977
frontend,checkoutservice,1739290540,destination,5836
frontend,currencyservice,1739290540,destination,387320
