source,destination,timestamp,reporter,value
checkoutservice,productcatalogservice,1739437120,destination,113116
checkoutservice,shippingservice,1739437120,destination,220588
frontend,adservice,1739437120,destination,714352
frontend,cartservice,1739437120,destination,1769480
frontend,checkoutservice,1739437120,destination,363160
frontend,currencyservice,1739437120,destination,6434593
frontend,productcatalogservice,1739437120,destination,9812472
frontend,recommendationservice,1739437120,destination,1107289
frontend,shippingservice,1739437120,destination,515768
recommendationservice,productcatalogservice,1739437120,destination,1107289
unknown,frontend,1739437120,destination,4646856
checkoutservice,cartservice,1739437180,destination,224514
checkoutservice,currencyservice,1739437180,destination,222717
checkoutservice,emailservice,1739437180,destination,110249
checkoutservice,paymentservice,1739437180,destination,110268
checkoutservice,productcatalogservice,1739437180,destination,113116
checkoutservice,shippingservice,1739437180,destination,220588
frontend,adservice,1739437180,destination,714352
frontend,cartservice,1739437180,destination,1769480
frontend,checkoutservice,1739437180,destination,364247
frontend,currencyservice,1739437180,destination,6440236
frontend,productcatalogservice,1739437180,destination,9822578
frontend,recommendationservice,1739437180,destination,1107289
frontend,shippingservice,1739437180,destination,515768
recommendationservice,productcatalogservice,1739437180,destination,1107289
unknown,frontend,1739437180,destination,4658139
checkoutservice,cartservice,1739437240,destination,224514
checkoutservice,currencyservice,1739437240,destination,222717
checkoutservice,emailservice,1739437240,destination,110249
checkoutservice,paymentservice,1739437240,destination,110268
checkoutservice,productcatalogservice,1739437240,destination,113116
checkoutservice,shippingservice,1739437240,destination,220588
frontend,adservice,1739437240,destination,714352
frontend,cartservice,1739437240,destination,1769480
frontend,checkoutservice,1739437240,destination,365342
frontend,currencyservice,1739437240,destination,6445925
frontend,productcatalogservice,1739437240,destination,9832601
frontend,recommendationservice,1739437240,destination,1107289
frontend,shippingservice,1739437240,destination,515768
recommendationservice,productcatalogservice,1739437240,destination,1107289
unknown,frontend,1739437240,destination,4669236
checkoutservice,cartservice,1739437300,destination,224514
checkoutservice,currencyservice,1739437300,destination,222717
checkoutservice,emailservice,1739437300,destination,110249
checkoutservice,paymentservice,1739437300,destination,110268
checkoutservice,productcatalogservice,1739437300,destination,113116
checkoutservice,shippingservice,1739437300,destination,220588
frontend,adservice,1739437300,destination,714352
frontend,cartservice,1739437300,destination,1769480
frontend,checkoutservice,1739437300,destination,366429
frontend,currencyservice,1739437300,destination,6451463
frontend,productcatalogservice,1739437300,destination,9842600
frontend,recommendationservice,1739437300,destination,1107289
frontend,shippingservice,1739437300,destination,515768
recommendationservice,productcatalogservice,1739437300,destination,1107289
unknown,frontend,1739437300,destination,4680358
checkoutservice,cartservice,1739437360,destination,224514
checkoutservice,currencyservice,1739437360,destination,222717
checkoutservice,emailservice,1739437360,destination,110249
checkoutservice,paymentservice,1739437360,destination,110268
checkoutservice,productcatalogservice,1739437360,destination,113116
checkoutservice,shippingservice,1739437360,destination,220588
frontend,adservice,1739437360,destination,714352
frontend,cartservice,1739437360,destination,1769480
frontend,checkoutservice,1739437360,destination,367489
frontend,currencyservice,1739437360,destination,6457098
frontend,productcatalogservice,1739437360,destination,9852402
frontend,recommendationservice,1739437360,destination,1107289
frontend,shippingservice,1739437360,destination,515768
recommendationservice,productcatalogservice,1739437360,destination,1107289
unknown,frontend,1739437360,destination,4691249
checkoutservice,cartservice,1739437420,destination,225004
checkoutservice,currencyservice,1739437420,destination,223052
checkoutservice,emailservice,1739437420,destination,110249
checkoutservice,paymentservice,1739437420,destination,110461
checkoutservice,productcatalogservice,1739437420,destination,113116
checkoutservice,shippingservice,1739437420,destination,220974
frontend,adservice,1739437420,destination,714352
frontend,cartservice,1739437420,destination,1771994
frontend,checkoutservice,1739437420,destination,368579
frontend,currencyservice,1739437420,destination,6466006
frontend,productcatalogservice,1739437420,destination,9862422
frontend,recommendationservice,1739437420,destination,1108664
frontend,shippingservice,1739437420,destination,516265
recommendationservice,productcatalogservice,1739437420,destination,1107289
unknown,frontend,1739437420,destination,4702421
checkoutservice,cartservice,1739437480,destination,225004
checkoutservice,currencyservice,1739437480,destination,223052
checkoutservice,emailservice,1739437480,destination,110442
checkoutservice,paymentservice,1739437480,destination,110461
checkoutservice,productcatalogservice,1739437480,destination,113258
checkoutservice,shippingservice,1739437480,destination,220974
frontend,adservice,1739437480,destination,715204
frontend,cartservice,1739437480,destination,1771994
frontend,checkoutservice,1739437480,destination,369387
frontend,currencyservice,1739437480,destination,6471583
frontend,productcatalogservice,1739437480,destination,9875511
frontend,recommendationservice,1739437480,destination,1108664
frontend,shippingservice,1739437480,destination,516265
recommendationservice,productcatalogservice,1739437480,destination,1108386
unknown,frontend,1739437480,destination,4710881
checkoutservice,cartservice,1739437540,destination,225004
checkoutservice,currencyservice,1739437540,destination,223052
checkoutservice,emailservice,1739437540,destination,110442
checkoutservice,paymentservice,1739437540,destination,110461
checkoutservice,productcatalogservice,1739437540,destination,113258
checkoutservice,shippingservice,1739437540,destination,220974
frontend,adservice,1739437540,destination,715204
frontend,cartservice,1739437540,destination,1771994
frontend,checkoutservice,1739437540,destination,370470
frontend,currencyservice,1739437540,destination,6477260
frontend,productcatalogservice,1739437540,destination,9885593
frontend,recommendationservice,1739437540,destination,1108664
frontend,shippingservice,1739437540,destination,516265
recommendationservice,productcatalogservice,1739437540,destination,1108386
unknown,frontend,1739437540,destination,4722089
checkoutservice,cartservice,1739437600,destination,225004
checkoutservice,currencyservice,1739437600,destination,223052
checkoutservice,emailservice,1739437600,destination,110442
checkoutservice,paymentservice,1739437600,destination,110461
checkoutservice,productcatalogservice,1739437600,destination,113258
checkoutservice,shippingservice,1739437600,destination,220974
frontend,adservice,1739437600,destination,715204
frontend,cartservice,1739437600,destination,1771994
frontend,checkoutservice,1739437600,destination,371547
frontend,currencyservice,1739437600,destination,6482844
frontend,productcatalogservice,1739437600,destination,9895428
frontend,recommendationservice,1739437600,destination,1108664
frontend,shippingservice,1739437600,destination,516265
recommendationservice,productcatalogservice,1739437600,destination,1108386
unknown,frontend,1739437600,destination,4733034
checkoutservice,cartservice,1739437660,destination,225004
checkoutservice,currencyservice,1739437660,destination,223052
checkoutservice,emailservice,1739437660,destination,110442
checkoutservice,paymentservice,1739437660,destination,110461
checkoutservice,productcatalogservice,1739437660,destination,113258
checkoutservice,shippingservice,1739437660,destination,220974
frontend,adservice,1739437660,destination,715204
frontend,cartservice,1739437660,destination,1771994
frontend,checkoutservice,1739437660,destination,372634
frontend,currencyservice,1739437660,destination,6488520
frontend,productcatalogservice,1739437660,destination,9905560
frontend,recommendationservice,1739437660,destination,1108664
frontend,shippingservice,1739437660,destination,516265
recommendationservice,productcatalogservice,1739437660,destination,1108386
unknown,frontend,1739437660,destination,4744293
checkoutservice,cartservice,1739437720,destination,225004
checkoutservice,currencyservice,1739437720,destination,223052
checkoutservice,emailservice,1739437720,destination,110442
checkoutservice,paymentservice,1739437720,destination,110461
checkoutservice,productcatalogservice,1739437720,destination,113258
checkoutservice,shippingservice,1739437720,destination,220974
frontend,adservice,1739437720,destination,715204
frontend,cartservice,1739437720,destination,1771994
frontend,checkoutservice,1739437720,destination,373706
frontend,currencyservice,1739437720,destination,6494058
frontend,productcatalogservice,1739437720,destination,9915355
frontend,recommendationservice,1739437720,destination,1108664
frontend,shippingservice,1739437720,destination,516265
recommendationservice,productcatalogservice,1739437720,destination,1108386
unknown,frontend,1739437720,destination,4755315
checkoutservice,cartservice,1739437780,destination,225506
checkoutservice,currencyservice,1739437780,destination,223473
checkoutservice,emailservice,1739437780,destination,110449
checkoutservice,paymentservice,1739437780,destination,110665
checkoutservice,productcatalogservice,1739437780,destination,113258
checkoutservice,shippingservice,1739437780,destination,221434
frontend,adservice,1739437780,destination,715204
frontend,cartservice,1739437780,destination,1774943
frontend,checkoutservice,1739437780,destination,374812
frontend,currencyservice,1739437780,destination,6504760
frontend,productcatalogservice,1739437780,destination,9925499
frontend,recommendationservice,1739437780,destination,1110434
frontend,shippingservice,1739437780,destination,517080
recommendationservice,productcatalogservice,1739437780,destination,1108386
unknown,frontend,1739437780,destination,4766455
checkoutservice,cartservice,1739437840,destination,225506
checkoutservice,currencyservice,1739437840,destination,223473
checkoutservice,emailservice,1739437840,destination,110672
checkoutservice,paymentservice,1739437840,destination,110691
checkoutservice,productcatalogservice,1739437840,destination,113449
checkoutservice,shippingservice,1739437840,destination,221434
frontend,adservice,1739437840,destination,716326
frontend,cartservice,1739437840,destination,1774943
frontend,checkoutservice,1739437840,destination,375596
frontend,currencyservice,1739437840,destination,6510412
frontend,productcatalogservice,1739437840,destination,9942176
frontend,recommendationservice,1739437840,destination,1110470
frontend,shippingservice,1739437840,destination,517080
recommendationservice,productcatalogservice,1739437840,destination,1110192
unknown,frontend,1739437840,destination,4775075
checkoutservice,cartservice,1739437900,destination,225506
checkoutservice,currencyservice,1739437900,destination,223473
checkoutservice,emailservice,1739437900,destination,110672
checkoutservice,paymentservice,1739437900,destination,110691
checkoutservice,productcatalogservice,1739437900,destination,113449
checkoutservice,shippingservice,1739437900,destination,221434
frontend,adservice,1739437900,destination,716326
frontend,cartservice,1739437900,destination,1774943
frontend,checkoutservice,1739437900,destination,376695
frontend,currencyservice,1739437900,destination,6516154
frontend,productcatalogservice,1739437900,destination,9952354
frontend,recommendationservice,1739437900,destination,1110470
frontend,shippingservice,1739437900,destination,517080
recommendationservice,productcatalogservice,1739437900,destination,1110192
unknown,frontend,1739437900,destination,4786192
checkoutservice,cartservice,1739437960,destination,225506
checkoutservice,currencyservice,1739437960,destination,223473
checkoutservice,emailservice,1739437960,destination,110672
checkoutservice,paymentservice,1739437960,destination,110691
checkoutservice,productcatalogservice,1739437960,destination,113449
checkoutservice,shippingservice,1739437960,destination,221434
frontend,adservice,1739437960,destination,716326
frontend,cartservice,1739437960,destination,1774943
frontend,checkoutservice,1739437960,destination,377797
frontend,currencyservice,1739437960,destination,6521665
frontend,productcatalogservice,1739437960,destination,9962527
frontend,recommendationservice,1739437960,destination,1110470
frontend,shippingservice,1739437960,destination,517080
recommendationservice,productcatalogservice,1739437960,destination,1110192
unknown,frontend,1739437960,destination,4797519
checkoutservice,cartservice,1739438020,destination,225506
checkoutservice,currencyservice,1739438020,destination,223473
checkoutservice,emailservice,1739438020,destination,110672
checkoutservice,paymentservice,1739438020,destination,110691
checkoutservice,productcatalogservice,1739438020,destination,113449
checkoutservice,shippingservice,1739438020,destination,221434
frontend,adservice,1739438020,destination,716326
frontend,cartservice,1739438020,destination,1774943
frontend,checkoutservice,1739438020,destination,378858
frontend,currencyservice,1739438020,destination,6527426
frontend,productcatalogservice,1739438020,destination,9972227
frontend,recommendationservice,1739438020,destination,1110470
frontend,shippingservice,1739438020,destination,517080
recommendationservice,productcatalogservice,1739438020,destination,1110192
unknown,frontend,1739438020,destination,4808301
checkoutservice,cartservice,1739438080,destination,225506
checkoutservice,currencyservice,1739438080,destination,223473
checkoutservice,emailservice,1739438080,destination,110672
checkoutservice,paymentservice,1739438080,destination,110691
checkoutservice,productcatalogservice,1739438080,destination,113449
checkoutservice,shippingservice,1739438080,destination,221434
frontend,adservice,1739438080,destination,716326
frontend,cartservice,1739438080,destination,1774943
frontend,checkoutservice,1739438080,destination,379968
frontend,currencyservice,1739438080,destination,6533099
frontend,productcatalogservice,1739438080,destination,9982415
frontend,recommendationservice,1739438080,destination,1110470
frontend,shippingservice,1739438080,destination,517080
recommendationservice,productcatalogservice,1739438080,destination,1110192
unknown,frontend,1739438080,destination,4819634
checkoutservice,cartservice,1739438140,destination,225948
checkoutservice,currencyservice,1739438140,destination,223743
checkoutservice,emailservice,1739438140,destination,110672
checkoutservice,paymentservice,1739438140,destination,110782
checkoutservice,productcatalogservice,1739438140,destination,113449
checkoutservice,shippingservice,1739438140,destination,221746
frontend,adservice,1739438140,destination,716326
frontend,cartservice,1739438140,destination,1776781
frontend,checkoutservice,1739438140,destination,381049
frontend,currencyservice,1739438140,destination,6540819
frontend,productcatalogservice,1739438140,destination,9992463
frontend,recommendationservice,1739438140,destination,1111218
frontend,shippingservice,1739438140,destination,517407
recommendationservice,productcatalogservice,1739438140,destination,1110192
unknown,frontend,1739438140,destination,4830797
checkoutservice,cartservice,1739438200,destination,225948
checkoutservice,currencyservice,1739438200,destination,223743
checkoutservice,emailservice,1739438200,destination,110828
checkoutservice,paymentservice,1739438200,destination,110847
checkoutservice,productcatalogservice,1739438200,destination,113563
checkoutservice,shippingservice,1739438200,destination,221746
frontend,adservice,1739438200,destination,716954
frontend,cartservice,1739438200,destination,1776781
frontend,checkoutservice,1739438200,destination,381880
frontend,currencyservice,1739438200,destination,6546524
frontend,productcatalogservice,1739438200,destination,10005039
frontend,recommendationservice,1739438200,destination,1111394
frontend,shippingservice,1739438200,destination,517407
recommendationservice,productcatalogservice,1739438200,destination,1111116
unknown,frontend,1739438200,destination,4839745
checkoutservice,cartservice,1739438260,destination,225948
checkoutservice,currencyservice,1739438260,destination,223743
checkoutservice,emailservice,1739438260,destination,110828
checkoutservice,paymentservice,1739438260,destination,110847
checkoutservice,productcatalogservice,1739438260,destination,113563
checkoutservice,shippingservice,1739438260,destination,221746
frontend,adservice,1739438260,destination,716954
frontend,cartservice,1739438260,destination,1776781
frontend,checkoutservice,1739438260,destination,382991
frontend,currencyservice,1739438260,destination,6552239
frontend,productcatalogservice,1739438260,destination,10015135
frontend,recommendationservice,1739438260,destination,1111394
frontend,shippingservice,1739438260,destination,517407
recommendationservice,productcatalogservice,1739438260,destination,1111116
unknown,frontend,1739438260,destination,4850961
checkoutservice,cartservice,1739438320,destination,225948
checkoutservice,currencyservice,1739438320,destination,223743
checkoutservice,emailservice,1739438320,destination,110828
checkoutservice,paymentservice,1739438320,destination,110847
checkoutservice,productcatalogservice,1739438320,destination,113563
checkoutservice,shippingservice,1739438320,destination,221746
frontend,adservice,1739438320,destination,716954
frontend,cartservice,1739438320,destination,1776781
frontend,checkoutservice,1739438320,destination,384087
frontend,currencyservice,1739438320,destination,6557783
frontend,productcatalogservice,1739438320,destination,10025317
frontend,recommendationservice,1739438320,destination,1111394
frontend,shippingservice,1739438320,destination,517407
recommendationservice,productcatalogservice,1739438320,destination,1111116
unknown,frontend,1739438320,destination,4862259
checkoutservice,cartservice,1739438380,destination,225948
checkoutservice,currencyservice,1739438380,destination,223743
checkoutservice,emailservice,1739438380,destination,110828
checkoutservice,paymentservice,1739438380,destination,110847
checkoutservice,productcatalogservice,1739438380,destination,113563
checkoutservice,shippingservice,1739438380,destination,221746
frontend,adservice,1739438380,destination,716954
frontend,cartservice,1739438380,destination,1776781
frontend,checkoutservice,1739438380,destination,385152
frontend,currencyservice,1739438380,destination,6563520
frontend,productcatalogservice,1739438380,destination,10035081
frontend,recommendationservice,1739438380,destination,1111394
frontend,shippingservice,1739438380,destination,517407
recommendationservice,productcatalogservice,1739438380,destination,1111116
unknown,frontend,1739438380,destination,4873124
checkoutservice,cartservice,1739438440,destination,225948
checkoutservice,currencyservice,1739438440,destination,223743
checkoutservice,emailservice,1739438440,destination,110828
checkoutservice,paymentservice,1739438440,destination,110847
checkoutservice,productcatalogservice,1739438440,destination,113563
checkoutservice,shippingservice,1739438440,destination,221746
frontend,adservice,1739438440,destination,716954
frontend,cartservice,1739438440,destination,1776781
frontend,checkoutservice,1739438440,destination,386254
frontend,currencyservice,1739438440,destination,6569234
frontend,productcatalogservice,1739438440,destination,10045282
frontend,recommendationservice,1739438440,destination,1111394
frontend,shippingservice,1739438440,destination,517407
recommendationservice,productcatalogservice,1739438440,destination,1111116
unknown,frontend,1739438440,destination,4884419
checkoutservice,cartservice,1739438500,destination,225948
checkoutservice,currencyservice,1739438500,destination,223743
checkoutservice,emailservice,1739438500,destination,110828
checkoutservice,paymentservice,1739438500,destination,110847
checkoutservice,productcatalogservice,1739438500,destination,113563
checkoutservice,shippingservice,1739438500,destination,221746
frontend,adservice,1739438500,destination,716954
frontend,cartservice,1739438500,destination,1776781
frontend,checkoutservice,1739438500,destination,387360
frontend,currencyservice,1739438500,destination,6575021
frontend,productcatalogservice,1739438500,destination,10055343
frontend,recommendationservice,1739438500,destination,1111394
frontend,shippingservice,1739438500,destination,517407
recommendationservice,productcatalogservice,1739438500,destination,1111116
unknown,frontend,1739438500,destination,4895674
checkoutservice,cartservice,1739438560,destination,225948
checkoutservice,currencyservice,1739438560,destination,223743
checkoutservice,emailservice,1739438560,destination,110828
checkoutservice,paymentservice,1739438560,destination,110847
checkoutservice,productcatalogservice,1739438560,destination,113563
checkoutservice,shippingservice,1739438560,destination,221746
frontend,adservice,1739438560,destination,716954
frontend,cartservice,1739438560,destination,1776781
frontend,checkoutservice,1739438560,destination,388464
frontend,currencyservice,1739438560,destination,6580667
frontend,productcatalogservice,1739438560,destination,10065613
frontend,recommendationservice,1739438560,destination,1111394
frontend,shippingservice,1739438560,destination,517407
recommendationservice,productcatalogservice,1739438560,destination,1111116
unknown,frontend,1739438560,destination,4907041
checkoutservice,cartservice,1739438620,destination,225948
checkoutservice,currencyservice,1739438620,destination,223743
checkoutservice,emailservice,1739438620,destination,110828
checkoutservice,paymentservice,1739438620,destination,110847
checkoutservice,productcatalogservice,1739438620,destination,113563
checkoutservice,shippingservice,1739438620,destination,221746
frontend,adservice,1739438620,destination,716954
frontend,cartservice,1739438620,destination,1776781
frontend,checkoutservice,1739438620,destination,389552
frontend,currencyservice,1739438620,destination,6586451
frontend,productcatalogservice,1739438620,destination,10075522
frontend,recommendationservice,1739438620,destination,1111394
frontend,shippingservice,1739438620,destination,517407
recommendationservice,productcatalogservice,1739438620,destination,1111116
unknown,frontend,1739438620,destination,4918120
checkoutservice,cartservice,1739438680,destination,225948
checkoutservice,currencyservice,1739438680,destination,223743
checkoutservice,emailservice,1739438680,destination,110828
checkoutservice,paymentservice,1739438680,destination,110847
checkoutservice,productcatalogservice,1739438680,destination,113563
checkoutservice,shippingservice,1739438680,destination,221746
frontend,adservice,1739438680,destination,716954
frontend,cartservice,1739438680,destination,1776781
frontend,checkoutservice,1739438680,destination,390673
frontend,currencyservice,1739438680,destination,6592192
frontend,productcatalogservice,1739438680,destination,10085791
frontend,recommendationservice,1739438680,destination,1111394
frontend,shippingservice,1739438680,destination,517407
recommendationservice,productcatalogservice,1739438680,destination,1111116
unknown,frontend,1739438680,destination,4929512
checkoutservice,cartservice,1739438740,destination,225948
checkoutservice,currencyservice,1739438740,destination,223743
checkoutservice,emailservice,1739438740,destination,110828
checkoutservice,paymentservice,1739438740,destination,110847
checkoutservice,productcatalogservice,1739438740,destination,113563
checkoutservice,shippingservice,1739438740,destination,221746
frontend,adservice,1739438740,destination,716954
frontend,cartservice,1739438740,destination,1776781
frontend,checkoutservice,1739438740,destination,391775
frontend,currencyservice,1739438740,destination,6597973
frontend,productcatalogservice,1739438740,destination,10095903
frontend,recommendationservice,1739438740,destination,1111394
frontend,shippingservice,1739438740,destination,517407
recommendationservice,productcatalogservice,1739438740,destination,1111116
unknown,frontend,1739438740,destination,4940717
checkoutservice,cartservice,1739438800,destination,226049
checkoutservice,currencyservice,1739438800,destination,223899
checkoutservice,emailservice,1739438800,destination,110828
checkoutservice,paymentservice,1739438800,destination,110891
checkoutservice,productcatalogservice,1739438800,destination,113563
checkoutservice,shippingservice,1739438800,destination,221946
frontend,adservice,1739438800,destination,716954
frontend,cartservice,1739438800,destination,1777589
frontend,checkoutservice,1739438800,destination,392884
frontend,currencyservice,1739438800,destination,6604855
frontend,productcatalogservice,1739438800,destination,10106213
frontend,recommendationservice,1739438800,destination,1111704
frontend,shippingservice,1739438800,destination,517676
recommendationservice,productcatalogservice,1739438800,destination,1111116
unknown,frontend,1739438800,destination,4952172
checkoutservice,cartservice,1739438860,destination,226382
checkoutservice,currencyservice,1739438860,destination,223899
checkoutservice,emailservice,1739438860,destination,110928
checkoutservice,paymentservice,1739438860,destination,110947
checkoutservice,productcatalogservice,1739438860,destination,113619
checkoutservice,shippingservice,1739438860,destination,221946
frontend,adservice,1739438860,destination,717401
frontend,cartservice,1739438860,destination,1778765
frontend,checkoutservice,1739438860,destination,393715
frontend,currencyservice,1739438860,destination,6610757
frontend,productcatalogservice,1739438860,destination,10117464
frontend,recommendationservice,1739438860,destination,1112067
frontend,shippingservice,1739438860,destination,517676
recommendationservice,productcatalogservice,1739438860,destination,1111789
unknown,frontend,1739438860,destination,4961004
checkoutservice,cartservice,1739438920,destination,226382
checkoutservice,currencyservice,1739438920,destination,223899
checkoutservice,emailservice,1739438920,destination,110928
checkoutservice,paymentservice,1739438920,destination,110947
checkoutservice,productcatalogservice,1739438920,destination,113619
checkoutservice,shippingservice,1739438920,destination,221946
frontend,adservice,1739438920,destination,717401
frontend,cartservice,1739438920,destination,1778765
frontend,checkoutservice,1739438920,destination,394841
frontend,currencyservice,1739438920,destination,6616425
frontend,productcatalogservice,1739438920,destination,10127821
frontend,recommendationservice,1739438920,destination,1112067
frontend,shippingservice,1739438920,destination,517676
recommendationservice,productcatalogservice,1739438920,destination,1111789
unknown,frontend,1739438920,destination,4972532
checkoutservice,cartservice,1739438980,destination,226382
checkoutservice,currencyservice,1739438980,destination,223899
checkoutservice,emailservice,1739438980,destination,110928
checkoutservice,paymentservice,1739438980,destination,110947
checkoutservice,productcatalogservice,1739438980,destination,113619
checkoutservice,shippingservice,1739438980,destination,221946
frontend,adservice,1739438980,destination,717401
frontend,cartservice,1739438980,destination,1778765
frontend,checkoutservice,1739438980,destination,395937
frontend,currencyservice,1739438980,destination,6622275
frontend,productcatalogservice,1739438980,destination,10137910
frontend,recommendationservice,1739438980,destination,1112067
frontend,shippingservice,1739438980,destination,517676
recommendationservice,productcatalogservice,1739438980,destination,1111789
unknown,frontend,1739438980,destination,4983712
checkoutservice,cartservice,1739439040,destination,226382
checkoutservice,currencyservice,1739439040,destination,223899
checkoutservice,emailservice,1739439040,destination,110928
checkoutservice,paymentservice,1739439040,destination,110947
checkoutservice,productcatalogservice,1739439040,destination,113619
checkoutservice,shippingservice,1739439040,destination,221946
frontend,adservice,1739439040,destination,717401
frontend,cartservice,1739439040,destination,1778765
frontend,checkoutservice,1739439040,destination,397056
frontend,currencyservice,1739439040,destination,6627943
frontend,productcatalogservice,1739439040,destination,10148256
frontend,recommendationservice,1739439040,destination,1112067
frontend,shippingservice,1739439040,destination,517676
recommendationservice,productcatalogservice,1739439040,destination,1111789
unknown,frontend,1739439040,destination,4995210
checkoutservice,cartservice,1739439100,destination,226382
checkoutservice,currencyservice,1739439100,destination,223899
checkoutservice,emailservice,1739439100,destination,110928
checkoutservice,paymentservice,1739439100,destination,110947
checkoutservice,productcatalogservice,1739439100,destination,113619
checkoutservice,shippingservice,1739439100,destination,221946
frontend,adservice,1739439100,destination,717401
frontend,cartservice,1739439100,destination,1778765
frontend,checkoutservice,1739439100,destination,398151
frontend,currencyservice,1739439100,destination,6633696
frontend,productcatalogservice,1739439100,destination,10158265
frontend,recommendationservice,1739439100,destination,1112067
frontend,shippingservice,1739439100,destination,517676
recommendationservice,productcatalogservice,1739439100,destination,1111789
unknown,frontend,1739439100,destination,5006351
checkoutservice,cartservice,1739439160,destination,226776
checkoutservice,currencyservice,1739439160,destination,224487
checkoutservice,emailservice,1739439160,destination,110928
checkoutservice,paymentservice,1739439160,destination,111100
checkoutservice,productcatalogservice,1739439160,destination,113619
checkoutservice,shippingservice,1739439160,destination,222410
frontend,adservice,1739439160,destination,717401
frontend,cartservice,1739439160,destination,1780940
frontend,checkoutservice,1739439160,destination,399263
frontend,currencyservice,1739439160,destination,6644466
frontend,productcatalogservice,1739439160,destination,10168553
frontend,recommendationservice,1739439160,destination,1113169
frontend,shippingservice,1739439160,destination,518477
recommendationservice,productcatalogservice,1739439160,destination,1111789
unknown,frontend,1739439160,destination,5017761
checkoutservice,cartservice,1739439220,destination,228025
checkoutservice,currencyservice,1739439220,destination,225763
checkoutservice,emailservice,1739439220,destination,111429
checkoutservice,paymentservice,1739439220,destination,111690
checkoutservice,productcatalogservice,1739439220,destination,114046
checkoutservice,shippingservice,1739439220,destination,223666
frontend,adservice,1739439220,destination,719241
frontend,cartservice,1739439220,destination,1787384
frontend,checkoutservice,1739439220,destination,399945
frontend,currencyservice,1739439220,destination,6663596
frontend,productcatalogservice,1739439220,destination,10190848
frontend,recommendationservice,1739439220,destination,1117540
frontend,shippingservice,1739439220,destination,520318
recommendationservice,productcatalogservice,1739439220,destination,1114910
unknown,frontend,1739439220,destination,5025353
checkoutservice,cartservice,1739439280,destination,229308
checkoutservice,currencyservice,1739439280,destination,227019
checkoutservice,emailservice,1739439280,destination,112077
checkoutservice,paymentservice,1739439280,destination,112344
checkoutservice,productcatalogservice,1739439280,destination,114706
checkoutservice,shippingservice,1739439280,destination,224952
frontend,adservice,1739439280,destination,722054
frontend,cartservice,1739439280,destination,1793957
frontend,checkoutservice,1739439280,destination,400594
frontend,currencyservice,1739439280,destination,6682493
frontend,productcatalogservice,1739439280,destination,10220089
frontend,recommendationservice,1739439280,destination,1121994
frontend,shippingservice,1739439280,destination,522305
recommendationservice,productcatalogservice,1739439280,destination,1119417
unknown,frontend,1739439280,destination,5032751
checkoutservice,cartservice,1739439340,destination,230561
checkoutservice,currencyservice,1739439340,destination,228291
checkoutservice,emailservice,1739439340,destination,112696
checkoutservice,paymentservice,1739439340,destination,112938
checkoutservice,productcatalogservice,1739439340,destination,115324
checkoutservice,shippingservice,1739439340,destination,226179
frontend,adservice,1739439340,destination,724569
frontend,cartservice,1739439340,destination,1800232
frontend,checkoutservice,1739439340,destination,401197
frontend,currencyservice,1739439340,destination,6700804
frontend,productcatalogservice,1739439340,destination,10247111
frontend,recommendationservice,1739439340,destination,1126132
frontend,shippingservice,1739439340,destination,524159
recommendationservice,productcatalogservice,1739439340,destination,1123569
unknown,frontend,1739439340,destination,5039619
checkoutservice,cartservice,1739439400,destination,231849
checkoutservice,currencyservice,1739439400,destination,229546
checkoutservice,emailservice,1739439400,destination,113345
checkoutservice,paymentservice,1739439400,destination,113614
checkoutservice,productcatalogservice,1739439400,destination,115986
checkoutservice,shippingservice,1739439400,destination,227503
frontend,adservice,1739439400,destination,727297
frontend,cartservice,1739439400,destination,1806848
frontend,checkoutservice,1739439400,destination,401871
frontend,currencyservice,1739439400,destination,6719552
frontend,productcatalogservice,1739439400,destination,10276623
frontend,recommendationservice,1739439400,destination,1130591
frontend,shippingservice,1739439400,destination,526131
recommendationservice,productcatalogservice,1739439400,destination,1128111
unknown,frontend,1739439400,destination,5047035
checkoutservice,cartservice,1739439460,destination,233096
checkoutservice,currencyservice,1739439460,destination,230797
checkoutservice,emailservice,1739439460,destination,113978
checkoutservice,paymentservice,1739439460,destination,114222
checkoutservice,productcatalogservice,1739439460,destination,116585
checkoutservice,shippingservice,1739439460,destination,228730
frontend,adservice,1739439460,destination,729820
frontend,cartservice,1739439460,destination,1813144
frontend,checkoutservice,1739439460,destination,402463
frontend,currencyservice,1739439460,destination,6737585
frontend,productcatalogservice,1739439460,destination,10303501
frontend,recommendationservice,1739439460,destination,1134841
frontend,shippingservice,1739439460,destination,527930
recommendationservice,productcatalogservice,1739439460,destination,1132263
unknown,frontend,1739439460,destination,5053773
checkoutservice,cartservice,1739439520,destination,234362
checkoutservice,currencyservice,1739439520,destination,232112
checkoutservice,emailservice,1739439520,destination,114608
checkoutservice,paymentservice,1739439520,destination,114852
checkoutservice,productcatalogservice,1739439520,destination,117240
checkoutservice,shippingservice,1739439520,destination,230020
frontend,adservice,1739439520,destination,732566
frontend,cartservice,1739439520,destination,1819698
frontend,checkoutservice,1739439520,destination,403112
frontend,currencyservice,1739439520,destination,6756222
frontend,productcatalogservice,1739439520,destination,10332412
frontend,recommendationservice,1739439520,destination,1139217
frontend,shippingservice,1739439520,destination,529926
recommendationservice,productcatalogservice,1739439520,destination,1136720
unknown,frontend,1739439520,destination,5061084
