source,destination,reporter,responseCode,timestamp,value
frontend,adservice,destination,200,1732913908,8965
frontend,adservice,destination,200,1732913968,9053
frontend,adservice,destination,200,1732914028,9143
frontend,adservice,destination,200,1732914088,9239
frontend,adservice,destination,200,1732914148,9318
frontend,adservice,destination,200,1732914208,9401
frontend,adservice,destination,200,1732914268,9492
frontend,adservice,destination,200,1732914328,9585
frontend,adservice,destination,200,1732914388,9681
frontend,adservice,destination,200,1732914448,9781
frontend,adservice,destination,200,1732914508,9873
frontend,adservice,destination,200,1732914568,11627
frontend,adservice,destination,200,1732914628,12907
frontend,adservice,destination,200,1732914688,14821
frontend,adservice,destination,200,1732914748,16358
frontend,adservice,destination,200,1732914808,17968
frontend,adservice,destination,200,1732914868,19220
frontend,adservice,destination,200,1732914928,20273
frontend,adservice,destination,200,1732914988,21678
frontend,adservice,destination,200,1732915048,23389
frontend,adservice,destination,200,1732915108,25203
frontend,adservice,destination,200,1732915168,27245
frontend,adservice,destination,200,1732915228,29237
frontend,adservice,destination,200,1732915288,31165
frontend,adservice,destination,200,1732915348,33209
frontend,adservice,destination,200,1732915408,35182
frontend,adservice,destination,200,1732915468,37124
frontend,adservice,destination,200,1732915528,39061
frontend,adservice,destination,200,1732915588,40753
frontend,adservice,destination,200,1732915648,42862
frontend,adservice,destination,200,1732915708,43288
frontend,adservice,destination,200,1732915768,44466
frontend,adservice,destination,200,1732915828,45164
frontend,adservice,destination,200,1732915888,45258
frontend,adservice,destination,200,1732915948,45349
frontend,adservice,destination,200,1732916008,45441
frontend,adservice,destination,200,1732916068,45537
frontend,adservice,destination,200,1732916128,45623
frontend,adservice,destination,200,1732916188,45715
frontend,adservice,destination,200,1732916248,45805
frontend,adservice,destination,200,1732916308,45889
frontend,adservice,destination,200,1732916368,47498
frontend,adservice,destination,200,1732916428,48897
frontend,adservice,destination,200,1732916488,49331
frontend,adservice,destination,200,1732916548,51344
frontend,adservice,destination,200,1732916608,51698
frontend,adservice,destination,200,1732916668,53519
frontend,adservice,destination,200,1732916728,53519
frontend,adservice,destination,200,1732916788,54314
frontend,adservice,destination,200,1732916848,54314
frontend,adservice,destination,200,1732916908,55887
frontend,adservice,destination,200,1732916968,57003
frontend,adservice,destination,200,1732917028,57003
frontend,adservice,destination,200,1732917088,57003
frontend,adservice,destination,200,1732917148,57013
frontend,adservice,destination,200,1732917208,57088
frontend,adservice,destination,200,1732917268,57175
frontend,adservice,destination,200,1732917328,57269
frontend,adservice,destination,200,1732917388,57353
frontend,adservice,destination,200,1732917448,57437
frontend,adservice,destination,200,1732917508,58334
frontend,adservice,destination,200,1732917568,59242
frontend,adservice,destination,200,1732917628,61020
frontend,adservice,destination,200,1732917688,62550
frontend,adservice,destination,200,1732917748,63946
frontend,adservice,destination,200,1732917808,65136
frontend,adservice,destination,200,1732917868,67002
frontend,adservice,destination,200,1732917928,68628
frontend,adservice,destination,200,1732917988,70315
frontend,adservice,destination,200,1732918048,72091
frontend,adservice,destination,200,1732918108,73788
frontend,adservice,destination,200,1732918168,75352
frontend,adservice,destination,200,1732918228,75577
frontend,adservice,destination,200,1732918288,75671
frontend,adservice,destination,200,1732918348,75916
